	BLOCKID10	First_POI	Second_POI	Third_POI	Fourth_POI	Fifth_POI	ARPCIncome	ARPerHEdu	ARPerWork	ARPerRMI5L	ARPer3MU	ARPopDen	ARPerAA	ARHeteInx	ARPerM1724	ARPerHOwn	ARPerSF	NIBRSclass	Place2	Report_Dat	Street_Nam
301	371190024003004	BANK OF AMERICA NATIONAL ASSOCIATIO	SOUTHGROUP REALTY	SOUTHGROUP MORTGAGE LLC	COTSWOLD ASSOCIATES LLC	NATIONAL RESTAURANT ASSOCIATES FRAN	inc-15/15	edu-3/15	empl-11/15	lt5y-2/15	3mu-3/12	popden-8/15	afro-1/13	hetero-6/14	youngm-1/14	own-5/15	sinpar-2/15	Credit Card/Teller Fraud	ATM	11-2x	RANDOLPH
204	371190028002008	MARMI	LIZ CLAIBORNE	BILLY REID	LENSCRAFTERS	CARLYLE & COMPANY	inc-14/15	edu-8/15	empl-4/15	lt5y-2/15	3mu-2/12	popden-11/15	afro-1/13	hetero-4/14	youngm-1/14	own-14/15	sinpar-1/15	Credit Card/Teller Fraud	Shopping Mall	09-1x	SHARON
238	371190017011001	DJG INVESTIGATIVE SERVICES INC	BFG COMMUNICATIONS	STEPHANIE CHESSON PHOTOGRAPHY	PUGH & SCARPA	BRIAR CREEK ROAD BAPTIST CHR	inc-11/15	edu-9/15	empl-13/15	lt5y-10/15	3mu-7/12	popden-6/15	afro-4/13	hetero-12/14	youngm-3/14	own-7/15	sinpar-4/15	Credit Card/Teller Fraud	Private Residence	10-0x	CAROLYN
10	371190051001000	UNITED PARCEL SERVICE	AMERICAN SECURITY	TAR HEEL STERLING TRUCK CTR	FLOOR SWEEP INC	SOUTHEASTERN FREIGHT LINES INC	inc-1/15	edu-8/15	empl-2/15	lt5y-10/15	3mu-3/12	popden-14/15	afro-12/13	hetero-2/14	youngm-6/14	own-11/15	sinpar-8/15	Credit Card/Teller Fraud	Other - Commercial Place	01-0x	COTTONWOOD
248	371190028002008	MARMI	LIZ CLAIBORNE	BILLY REID	LENSCRAFTERS	CARLYLE & COMPANY	inc-14/15	edu-8/15	empl-4/15	lt5y-2/15	3mu-2/12	popden-11/15	afro-1/13	hetero-4/14	youngm-1/14	own-14/15	sinpar-1/15	Credit Card/Teller Fraud	ATM	10-0x	SHARON
181	371190001001020	BIRMINGHAM FIRE INSURANCE CO INC	AMERICAN HOME ASSURANCE CO A CORP	MYTHOS	COSMOS CAFE	A I G CONSULTANTS INC	inc-15/15	edu-1/15	empl-15/15	lt5y-14/15	3mu-11/12	popden-1/15	afro-1/13	hetero-12/14	youngm-13/14	own-12/15	sinpar-4/15	Credit Card/Teller Fraud	Bar/Tavern/Nightclub	08-2x	COLLEGE
229	371190047001015	PRUTECH SOLUTIONS INC	BLANCHARD COMMUNICATIONS INC	RONALD MCDONALD HOUSE OF CHARLOTTE	THE MARKETING CONSORTIUM INC	FIA CARD SERVICES NA	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Credit Card/Teller Fraud	ATM	10-0x	TRADE
27	371190015042000	WALGREENS	WENDY'S	NC ADVANCE STORES CO INC	BLOCKBUSTER	CHARLOTTE POLICE DEPT	inc-7/15	edu-5/15	empl-9/15	lt5y-2/15	3mu-3/12	popden-6/15	afro-8/13	hetero-9/14	youngm-9/14	own-10/15	sinpar-11/15	Credit Card/Teller Fraud	Other - Retail	02-0x	MILTON
283	371190032011003	OVERLOOK	TIM DUVALL CONSTRUCTION (A CORP)	C & T QUINCY INC	PLANT ENGINEERING MAGAZINE	JML CONSULTING INC	inc-9/15	edu-14/15	empl-14/15	lt5y-5/15	3mu-5/12	popden-9/15	afro-2/13	hetero-11/14	youngm-12/14	own-2/15	sinpar-12/15	Credit Card/Teller Fraud	Apartment/Duplex Private Res	11-0x	SCALEYBARK
303	371190058172004	GRANT M LAVELY	UNLIMITED ENGRAVING INC	MELLOW MUSHROOM	THE FURNITURE NETWORK INC	AEGON SPECIAL MARKETS GROUP (A CORP	inc-12/15	edu-6/15	empl-10/15	lt5y-1/15	3mu-2/12	popden-4/15	afro-1/13	hetero-3/14	youngm-4/14	own-14/15	sinpar-1/15	Credit Card/Teller Fraud	Private Residence	11-2x	FAIRWAY RIDGE
206	371190019103000	CIRCLE K	FOLGER SUBARU KIA	LEE A FOLGER INC	EQUITRAC CORPORATION	DODSON BROTHERS EXTERMINATING INC	inc-7/15	edu-7/15	empl-8/15	lt5y-9/15	3mu-9/12	popden-12/15	afro-6/13	hetero-13/14	youngm-6/14	own-1/15	sinpar-14/15	Credit Card/Teller Fraud	Convenience Store	09-2x	IDLEWILD
142	371190028002008	MARMI	LIZ CLAIBORNE	BILLY REID	LENSCRAFTERS	CARLYLE & COMPANY	inc-14/15	edu-8/15	empl-4/15	lt5y-2/15	3mu-2/12	popden-11/15	afro-1/13	hetero-4/14	youngm-1/14	own-14/15	sinpar-1/15	Credit Card/Teller Fraud	Shopping Mall	06-2x	SHARON
228	371190047001015	FAMILY DOLLAR STORE	CHURCH IN THE CITY	TWO WAY AMOCO	PHAT TATS	CHURCH'S FRIED CHICKEN	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Credit Card/Teller Fraud	ATM	10-0x	TRADE
179	371190047001015	BLACKFINN CLT LLC	CONCRETE STRATEGIES LLC	FLAHERTY & COLLINS CONSTRUCTION	THE RITZ CARLTON HOTEL COMPANY LLC	ILLUM'E	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Credit Card/Teller Fraud	ATM	08-1x	TRADE
323	371190040001000	ASHLEY BURLINGAME	ASHLEY PARK ELEMENTARY SCHOOL	MRS B'S LITTLE LEARNING CTR	LITTLE ANGELS MAID SVC	DUBLIN REALTY CO INC	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-4/15	sinpar-13/15	Credit Card/Teller Fraud	Private Residence	12-1x	ORTON
282	371190030132018	CVS RX SERVICES INC T089	CVS #5264/CNE	STARBUCKS CORPORATION	PROVIDENCE VETERINARY ASSOCIATES	SUPERIOR STONE OF THE SOUTHEAST INC	inc-12/15	edu-7/15	empl-11/15	lt5y-1/15	3mu-1/12	popden-8/15	afro-1/13	hetero-8/14	youngm-2/14	own-13/15	sinpar-5/15	Credit Card/Teller Fraud	Drug Store	11-0x	REA
93	371190048001013	SAMS MART #3	SUPREME STYLE	K CUTHBERTSON MOBILE DETAILING	MACEDONIA BAPTIST CHURCH	MACEDONIA BAPTIST RECREATION	inc-6/15	edu-6/15	empl-10/15	lt5y-6/15	3mu-5/12	popden-14/15	afro-12/13	hetero-1/14	youngm-2/14	own-3/15	sinpar-1/15	Credit Card/Teller Fraud	Convenience Store	04-2x	LASALLE
92	371190036002000	hotels	EDWARD D. JONES & CO.	WEB SYMPHONIES	DOUBLETREE CLUB HOTEL	VMF ENTERPRISES INC	inc-10/15	edu-12/15	empl-13/15	lt5y-10/15	3mu-4/12	popden-5/15	afro-10/13	hetero-6/14	youngm-6/14	own-14/15	sinpar-12/15	Credit Card/Teller Fraud	Private Residence	04-2x	CLARKSON
294	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Credit Card/Teller Fraud	Jail/Prison	11-2x	TRADE
210	371190040001001	ASHLEY ROAD AMOCO	WOODIE ENTERPRISES INC	WOODIE ENTERPRISES INC	WIGGAMS WHOLESALE	PUBLIC STORAGE	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-7/15	sinpar-13/15	Credit Card/Teller Fraud	Gas Station	09-2x	ASHLEY
279	371190030073011	NORTH SOUTH TELCOM INC	ENVIRO-EQUIPMENT	ELBERT FINANCIAL CONSULTING INC	HOPE MASONRY	PUMPS PLUS EQUIPMENT INC	inc-14/15	edu-7/15	empl-10/15	lt5y-1/15	3mu-2/12	popden-2/15	afro-1/13	hetero-1/14	youngm-2/14	own-15/15	sinpar-2/15	Credit Card/Teller Fraud	Private Residence	11-0x	MCALPINE FARM
251	371190013001004	WACHOVIA SECURITIES LLC	WACHOVIA BANK NORTH AMERICA	CAROLINA CREDIT UNION SERVICES INC	FIRESTONE TIRE & AUTO CTR	FIRST CHARTER BANK	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Credit Card/Teller Fraud	ATM	10-0x	CENTRAL
300	371190058171000	INCREDIBBLE RESOURCES INC	AIR CAPTURE EQUIPMENT INC	INTERIOR SERVICES INC	PINNACLE SERVICES LLC	DOLLAR SALES SPECIALISTS INC	inc-12/15	edu-4/15	empl-14/15	lt5y-1/15	3mu-3/12	popden-2/15	afro-2/13	hetero-6/14	youngm-2/14	own-14/15	sinpar-3/15	Credit Card/Teller Fraud	Private Residence	11-2x	FOUR MILE CREEK
334	371190030111010	A B BOELKE INC	TARHEEL TOTAL HOME REPAIRS AND ROO	COMPENSATION SYSTEM CUSTOMIZER	PEO BROKERS	CAROLINAS CAPTIONING SERVICE	inc-12/15	edu-7/15	empl-13/15	lt5y-5/15	3mu-7/12	popden-7/15	afro-2/13	hetero-6/14	youngm-3/14	own-12/15	sinpar-3/15	Credit Card/Teller Fraud	Private Residence	12-2x	EASTBURN
123	371190037001001	WESTWOOD CUSTOM HOMES	YOGA FOR LIFE MARY LOU BUCK	H & F UPHOLSTERING CO INC	COCHRAN HELMS INCORPORATED	THE WENTFORD SPA	inc-9/15	edu-2/15	empl-13/15	lt5y-14/15	3mu-12/12	popden-2/15	afro-5/13	hetero-12/14	youngm-2/14	own-12/15	sinpar-14/15	Credit Card/Teller Fraud	Apartment/Duplex Private Res	05-2x	TREMONT
184	371190020043001	LAUREL WALK	EDWARD D JONES & CO	BRIAN PAUL HILL DDS	OMO INC	ECKERD DRUGS	inc-10/15	edu-7/15	empl-12/15	lt5y-15/15	3mu-11/12	popden-12/15	afro-7/13	hetero-13/14	youngm-14/14	own-13/15	sinpar-7/15	Credit Card/Teller Fraud	Apartment/Duplex Private Res	08-2x	SUMMIT WALK
265	371190047001015	PRUTECH SOLUTIONS INC	BLANCHARD COMMUNICATIONS INC	RONALD MCDONALD HOUSE OF CHARLOTTE	THE MARKETING CONSORTIUM INC	FIA CARD SERVICES NA	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Credit Card/Teller Fraud	ATM	10-1x	TRADE
125	371190019103000	CIRCLE K	FOLGER SUBARU KIA	LEE A FOLGER INC	EQUITRAC CORPORATION	DODSON BROTHERS EXTERMINATING INC	inc-7/15	edu-7/15	empl-8/15	lt5y-9/15	3mu-9/12	popden-12/15	afro-6/13	hetero-13/14	youngm-6/14	own-1/15	sinpar-14/15	Credit Card/Teller Fraud	Convenience Store	06-0x	IDLEWILD
146	371190003001002	ROBERT M BURNS CPA	N M FOWLER & ASSOCIATES INC	ANDREW ROBY INC	HOME INSTEAD SENIOR CARE LLC	JAMES H HENDERSON PC	inc-10/15	edu-1/15	empl-9/15	lt5y-12/15	3mu-11/12	popden-1/15	afro-1/13	hetero-5/14	youngm-4/14	own-12/15	sinpar-2/15	Credit Card/Teller Fraud	Other - Commercial Place	06-2x	HARDING
273	371190010002006	HONG KONG VINTAGE	TOMMY'S PUB	NIKIS INT'L LTD (A CORP)	MUNDO TRAVEL	drinking	inc-14/15	edu-12/15	empl-13/15	lt5y-4/15	3mu-4/12	popden-14/15	afro-2/13	hetero-12/14	youngm-2/14	own-9/15	sinpar-1/15	Credit Card/Teller Fraud	Apartment/Duplex Private Res	10-2x	HAMORTON
82	371190041004008	WEST BOULEVARD GROCERY	LUNN ENTERPRISES INC	JACK IN THE BOX RESTAURANTS	GOLDEN WOK RESTAURANT INC	MR JIMS PIZZA	inc-5/15	edu-2/15	empl-8/15	lt5y-9/15	3mu-2/12	popden-2/15	afro-13/13	hetero-5/14	youngm-7/14	own-4/15	sinpar-10/15	Credit Card/Teller Fraud	Gas Station	04-0x	REMOUNT
8	371190039022000	JOYCES DAYCARE	SHILOH BAPTIST CHURCH	CHEM- BAC LABORATORIES INC	WINTON PRODUCTS CO INC	CHRISTIAN MISSION BAPTIST CHR	inc-2/15	edu-14/15	empl-4/15	lt5y-12/15	3mu-9/12	popden-1/15	afro-10/13	hetero-5/14	youngm-6/14	own-7/15	sinpar-12/15	Impersonation	Apartment/Duplex Private Res	01-2x	HEMPHILL
22	371190013001004	WEBTAX	NEW YORK TRAVEL & TAX SVC	GUANG CHAO INC	SEA KING	CHARLOTTE CHECK CASHERS INC	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Impersonation	Other - Commercial Place	02-1x	CENTRAL
99	371190038022000	ACTION PERSONNEL SERVICES	STONE N COUNTERS INC	PROCESS COMPONENTS INC	G M P INC	R H WHEELS USA	inc-2/15	edu-9/15	empl-6/15	lt5y-10/15	3mu-9/12	popden-3/15	afro-10/13	hetero-5/14	youngm-3/14	own-7/15	sinpar-13/15	Impersonation	Office	07-0x	PRESSLEY
178	371190030061009	JOHN BARNWELL ANDERSON	FOURTH CIRCUIT SEMINARS	CASTLEWELL, INC.	MICHAEL P SULLIVAN ASSOCIATES INC	WPCAINE LLC	inc-13/15	edu-4/15	empl-8/15	lt5y-1/15	3mu-3/12	popden-7/15	afro-2/13	hetero-1/14	youngm-5/14	own-14/15	sinpar-15/15	Impersonation	Private Residence	11-2x	CHAUCER
181	371190023002001	CHARLOTTE RADIOLOGY PA	BRAWLEY & ASSOC INC	SALVIN DENTAL SPECIALTIES INC	TRANSBOTICS CORP	FIRST MEDICAL UNIFORM INC	inc-1/15	edu-13/15	empl-1/15	lt5y-12/15	3mu-10/12	popden-15/15	afro-10/13	hetero-5/14	youngm-4/14	own-1/15	sinpar-15/15	Impersonation	Private Residence	12-0x	LATROBE
18	371190056052000	CHARLOTTE ROBINSDALE	FIRST UNIVERSITY PROPERTIES	VERSION SEVENTY ONE	NOVA REALTY INC	DEE'S GIFT & WEDDING SUPPLIES	inc-10/15	edu-14/15	empl-14/15	lt5y-14/15	3mu-11/12	popden-2/15	afro-5/13	hetero-12/14	youngm-14/14	own-9/15	sinpar-6/15	Impersonation	Private Residence	02-1x	MARGIE ANN
132	371190052003006	CONSOLIDATED ENGRAVERS CORP	EMMANUEL PENTECOSTAL CHURCH	CHARLOTTE DILLEHAY COURTS	PORT SHERRILL MARKETING INC	FIRST MT CALVARY BAPTIST CHR	inc-1/15	edu-6/15	empl-1/15	lt5y-12/15	3mu-7/12	popden-12/15	afro-8/13	hetero-11/14	youngm-10/14	own-2/15	sinpar-13/15	Impersonation	Other - Residential	09-2x	28TH
165	371190023002001	MCDONALDS	MECKLENBURG CO ALCOHOLIC CONTROL	CHARLOTTE RADIOLOGY PA	KFC	HAMPTON CRESTE	inc-1/15	edu-13/15	empl-1/15	lt5y-12/15	3mu-10/12	popden-14/15	afro-10/13	hetero-2/14	youngm-4/14	own-3/15	sinpar-15/15	Impersonation	Restaurant/Diner/Coffee Shop	10-2x	WENDOVER
85	371190019121006	CARNICERIA TALISCO INC	LA RAZA	FOREST HILLS APARTMENTS	GRIFFIN TIRE & AUTO SHOP	TAYLOR'S BARBER SHOP	inc-5/15	edu-4/15	empl-4/15	lt5y-7/15	3mu-10/12	popden-15/15	afro-5/13	hetero-14/14	youngm-10/14	own-1/15	sinpar-7/15	Impersonation	Private Residence	06-0x	FARM POND
164	371190058161015	SREE HOSPITALITY GROUP LLC	SREE INC	MATTIS AEROSPACE	OLSON DEVELOPMENT	AUTOBELL CAR WASH INC	inc-13/15	edu-10/15	empl-9/15	lt5y-1/15	3mu-3/12	popden-2/15	afro-3/13	hetero-5/14	youngm-2/14	own-15/15	sinpar-1/15	Impersonation	Hotel/Motel	10-2x	PIPER STATION
140	371190030121003	TODD D KERRINS	NORMAN ROBERTSON MINISTRIES	PHILIP J NORTON III	CYNTHIA M WALSH	TIDEWATER DESIGN INC	inc-15/15	edu-4/15	empl-4/15	lt5y-5/15	3mu-7/12	popden-3/15	afro-1/13	hetero-1/14	youngm-1/14	own-15/15	sinpar-1/15	Impersonation	Private Residence	09-2x	HEYDON HALL
134	371190047001005	UNITED HOUSE OF PRAYER	GETHSEMANE AME ZION CHURCH	WEST DOWNS APARTMENTS	ANNIE'S DAY CARE INC	GREATER ENRICHMENT PROGRAM	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-12/15	afro-11/13	hetero-3/14	youngm-11/14	own-3/15	sinpar-12/15	Impersonation	Apartment/Duplex Private Res	09-2x	CAMPUS
117	371190054012016	INNOVATIVE TRANSPORTATION SERVICE	REEDS PLUMBING CO	DRY WALL CAROLINAS INC	METROLINA KIDNEY CTR	BIO-MEDICAL APPLICATIONS OF NC	inc-7/15	edu-8/15	empl-4/15	lt5y-4/15	3mu-7/12	popden-8/15	afro-12/13	hetero-2/14	youngm-4/14	own-11/15	sinpar-9/15	Impersonation	Private Residence	08-1x	CRICKETEER
125	371190034001018	THE HOOD COMPANY LLC	CBB BUILDERS INC	HERBALIFE DISTRIBUTOR/LILAC	MARGOT MORRISON BRINLEY	FITZPATRICK MANAGEMENT INC	inc-13/15	edu-2/15	empl-12/15	lt5y-7/15	3mu-7/12	popden-9/15	afro-2/13	hetero-1/14	youngm-2/14	own-15/15	sinpar-4/15	Impersonation	Private Residence	09-1x	FOREST PARK
24	371190032011003	CHARLOTTE WOOD APARTMENTS	CAROLINA FIRST AID & SAFETY	WILDWOOD APARTMENTS	DURLEEN MC DANIEL DESIGN	MT ZION HOLINESS CHURCH	inc-9/15	edu-14/15	empl-14/15	lt5y-5/15	3mu-5/12	popden-9/15	afro-2/13	hetero-11/14	youngm-12/14	own-2/15	sinpar-12/15	Impersonation	Apartment/Duplex Private Res	02-2x	SCALEYBARK
38	371190014001008	WILLIAM LAWN SVC	WEESIES HOME CARE SERVICES INC	FAST LINK WIRELESS INC	N DEMAND	CAROL'S AFRICAN BRAIDING HAIR	inc-10/15	edu-4/15	empl-9/15	lt5y-5/15	3mu-8/12	popden-15/15	afro-1/13	hetero-5/14	youngm-2/14	own-10/15	sinpar-1/15	Impersonation	Private Residence	03-1x	ANDERSON
127	371190040001000	SUH ENTERPRISES INC FREEDOM CLEANER	NICKY'S KITCHEN	CONNIE'S BEAUTY SUPPLY	FAMILY DOLLAR STORE	AUTOZONE INC	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-6/15	sinpar-13/15	Impersonation	Private Residence	09-1x	CAMP GREENE
179	371190030152000	GRIFFIN MEDIA	UNITED DOMINION REALTY LP	PERFECT TOUCH WINDOW CLEANING	SPEECHWISE LTD	MARSHALL GROUP	inc-13/15	edu-4/15	empl-14/15	lt5y-1/15	3mu-1/12	popden-3/15	afro-1/13	hetero-3/14	youngm-2/14	own-13/15	sinpar-4/15	Impersonation	Private Residence	12-0x	SHANNOPIN
152	371190040001000	KINGS MART INC	REEDS PLUMBING CO INC	AROUND THE CLOCK CHILD LRNG	SPIRIT OF THE LIVING GOD	ZEBERINA CORP	inc-6/15	edu-3/15	empl-8/15	lt5y-3/15	3mu-4/12	popden-1/15	afro-9/13	hetero-7/14	youngm-7/14	own-6/15	sinpar-13/15	Impersonation	Private Residence	10-0x	CAMP GREENE
168	371190014002032	KIRBY CONSTRUCTION COMPANY	ALLIED SHEET METAL WORKS INC	CRESCENT PICTURES (A CORP)	NEESE SAUSAGE CO INC.	GREATER MEYERS CHAPEL PNTCSTAL	inc-11/15	edu-11/15	empl-11/15	lt5y-4/15	3mu-6/12	popden-7/15	afro-1/13	hetero-7/14	youngm-10/14	own-8/15	sinpar-2/15	Impersonation	Apartment/Duplex Private Res	11-1x	CHARLES
130	371190013001016	FAMILY DOLLAR STORE	LOMAX TILE & MARBLE INC	MINI STORAGE CTR	WEESIES HOME CARE SERVICES INC	CHARLOTTE MECKLENBURG BOARD OF ED	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-9/13	hetero-9/14	youngm-7/14	own-12/15	sinpar-9/15	Impersonation	Private Residence	09-2x	ACADEMY
31	371190047001015	CRIME STOPPERS	VERIZON BUSINESS	ALLNET COMMUNICATIONS SERVICES INC	ALEXANDER ST INVESTORS	CHARLOTTE DISPUTE SETTLEMENT	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Impersonation	Other - Commercial Place	03-1x	TRADE
0	371190023002001	HAMPTON CRESTE	MECKLENBURG CO ALCOHOLIC CONTROL	CRUZ DRYWALL INC	MCDONALDS	DELIGHT CLEANERS	inc-1/15	edu-13/15	empl-1/15	lt5y-12/15	3mu-10/12	popden-14/15	afro-10/13	hetero-2/14	youngm-4/14	own-3/15	sinpar-15/15	Impersonation	Private Residence	01-0x	WENDOVER
13	371190019103000	DODSON BROTHERS EXTERMINATING INC	INTEGRATED ID SYSTEMS INC	EQUITRAC CORPORATION	PIEDMONT TRANSPORT INC	OIL CHEM RESEARCH CORP	inc-7/15	edu-7/15	empl-8/15	lt5y-9/15	3mu-9/12	popden-12/15	afro-6/13	hetero-13/14	youngm-6/14	own-1/15	sinpar-14/15	Impersonation	Other - Commercial Place	02-0x	IDLEWILD
55	371190023002001	AMERICAN STORE & LOCK	ALL FIRED UP	BUDGET BLINDS	LAW OFFICE OF DENI C PIFER, PC	ELECTRICAL CONTRACTOR	inc-1/15	edu-13/15	empl-1/15	lt5y-12/15	3mu-10/12	popden-14/15	afro-10/13	hetero-2/14	youngm-4/14	own-3/15	sinpar-15/15	Impersonation	Apartment/Duplex Private Res	04-2x	WENDOVER
147	371190030121006	SARAH MONIQUE BERRARD	FRED H STUBBLEFIELD JR	QUAIL HOLLOW MIDDLE SCHOOL	HARRISON TURNBULL RECRUITER	SYMBIOTIC DESIGN INC	inc-15/15	edu-4/15	empl-4/15	lt5y-5/15	3mu-7/12	popden-3/15	afro-1/13	hetero-2/14	youngm-1/14	own-7/15	sinpar-1/15	Impersonation	Private Residence	10-0x	EAGLE GLEN
137	371190045001002	TRINITY TELECOM LLC	CABINETS	STANDARD CRANKSHAFT CO INC	HOMER BRACKETT LTD (A CORP)	ASHTON INNOVATIONS INC	inc-2/15	edu-13/15	empl-1/15	lt5y-9/15	3mu-5/12	popden-12/15	afro-11/13	hetero-4/14	youngm-8/14	own-3/15	sinpar-15/15	Impersonation	Apartment/Duplex Private Res	09-2x	SOUTHWEST
126	371190030132018	NOTHING BUT NOODLES	FLYING BISCUIT CAFE LLC	STONECREST VETERINARY CLINIC	DOOLITTLES	SHOE IN (A CORP)	inc-12/15	edu-7/15	empl-11/15	lt5y-1/15	3mu-1/12	popden-8/15	afro-1/13	hetero-8/14	youngm-2/14	own-13/15	sinpar-5/15	Impersonation	Restaurant/Diner/Coffee Shop	09-1x	REA
78	371190030074007	MANFRED KOENIG INC	SUMMIT HOLLOW APARTMENTS	MANAGEMENT SYSTEMS OF THE SOUTH INC	CVS RX SERVICES INC T089	STARBUCKS CORPORATION	inc-12/15	edu-9/15	empl-10/15	lt5y-5/15	3mu-7/12	popden-7/15	afro-2/13	hetero-8/14	youngm-2/14	own-12/15	sinpar-4/15	Impersonation	Private Residence	06-0x	ASHFIELD
59	371190041002005	HEART LAND REAL ESTATE CNSLTNT	FRED WARREN REALTY & MORTGAGE	CBI FIRE & SECURITY	ENGLISH CARRIAGE CO	ST MARK BAPTIST CHURCH	inc-11/15	edu-8/15	empl-12/15	lt5y-7/15	3mu-7/12	popden-13/15	afro-5/13	hetero-9/14	youngm-10/14	own-9/15	sinpar-1/15	Impersonation	Private Residence	05-0x	WOODRUFF
54	371190008001002	DOWNTOWN CONVENIENCE STORE	SIR JOSEPH'S CLOTHING	MIDWOOD HIGH SCHOOL	HAWTHORNE HIGH SCHOOL	J R'S QWIK STOP	inc-3/15	edu-10/15	empl-3/15	lt5y-11/15	3mu-5/12	popden-10/15	afro-9/13	hetero-7/14	youngm-9/14	own-6/15	sinpar-15/15	Impersonation	Private Residence	04-1x	KENNON
144	371190013001004	GLEN HOLLOW APARTMENTS	FIRST FOUNDATION CLINIC OF THE CAR-	SLC SERVICES INC	LINARES MEXICAN RESTAURANT	CAROLINA TELCO FEDERAL CREDIT UNION	inc-8/15	edu-10/15	empl-6/15	lt5y-6/15	3mu-4/12	popden-10/15	afro-12/13	hetero-2/14	youngm-7/14	own-8/15	sinpar-13/15	Impersonation	Apartment/Duplex Private Res	10-0x	CENTRAL
155	371190003001008	DEBRA LYNN GONZALEZ	CHARLOTTETOWN TERRACE	ALRY PUBLICATIONS ETC INC	ODOM FIRM	TURNER BROTHERS INC	inc-10/15	edu-1/15	empl-9/15	lt5y-12/15	3mu-11/12	popden-9/15	afro-1/13	hetero-5/14	youngm-4/14	own-12/15	sinpar-2/15	Impersonation	Apartment/Duplex Private Res	10-1x	BAXTER
92	371190047001015	BANK OF AMERICA NATIONAL ASSOCIATIO	ACCENTURE TECHNOLOGY SOLUTIONS	BYTES	PRO-BUILD LLC	PROBUILD EAST LLC	inc-2/15	edu-15/15	empl-2/15	lt5y-8/15	3mu-6/12	popden-3/15	afro-11/13	hetero-2/14	youngm-13/14	own-7/15	sinpar-10/15	Impersonation	Other - Commercial Place	06-2x	TRADE
29	371190050001000	SALEM SENIOR HOUSING INC	CENTIPEDE FOOD MART	PARK AT OAKLAWN	DOUBLE OAKS PRESCHOOL	CHARLOTTE MECKLENBURG POLICE ATHLET	inc-4/15	edu-14/15	empl-9/15	lt5y-10/15	3mu-9/12	popden-10/15	afro-13/13	hetero-6/14	youngm-10/14	own-9/15	sinpar-14/15	Impersonation	Private Residence	03-0x	RISING OAK
83	371190051001011	TIMEPLANNER CALENDARS INC	SPECTRA METALS	S & D COFFEE INC	FURMANITE AMERICA INC	CHUN YU WORKS CO S A D INC	inc-1/15	edu-8/15	empl-2/15	lt5y-10/15	3mu-3/12	popden-12/15	afro-12/13	hetero-2/14	youngm-7/14	own-6/15	sinpar-15/15	Impersonation	Office	06-0x	TIMEPLANNER
113	371190032011003	OVERLOOK	C & T QUINCY INC	TIM DUVALL CONSTRUCTION (A CORP)	JML CONSULTING INC	PLANT ENGINEERING MAGAZINE	inc-9/15	edu-14/15	empl-14/15	lt5y-5/15	3mu-5/12	popden-9/15	afro-2/13	hetero-11/14	youngm-12/14	own-2/15	sinpar-12/15	Impersonation	Private Residence	08-1x	SCALEYBARK
111	371190020022001	BABY SUPERSTORE	ENERGY SPORTS & FITNESS MANAGEMENT	GRANITE GROUP PROPERTIES	GEOLOGICAL RESOURCES INC	TVL INTERNATIONAL LLC	inc-13/15	edu-8/15	empl-12/15	lt5y-1/15	3mu-2/12	popden-2/15	afro-2/13	hetero-4/14	youngm-2/14	own-13/15	sinpar-1/15	Impersonation	Fitness Center	08-1x	SARDIS
